speed;rate;vol;wear;rough;cost;victories;defeats;draws
80;50;5442.63;3.11;0.35;21.84;918;81;0
80;61.83;5398.71;3.24;0.38;19.81;564;435;0
80;86.36;5000;3.6;0.43;16.5;177;822;0
80;63.44;5000;3.42;0.38;18.29;500;499;0
80;73.21;5000;3.48;0.4;17.32;314;685;0
80;67.51;5135.89;3.38;0.39;18.27;457;542;0
80;62.06;5000;3.41;0.38;18.46;528;471;0
80;55.63;5000;3.35;0.36;19.34;682;317;0
80;50.17;5206.64;3.19;0.34;20.95;908;91;0
80;50;5041.61;3.26;0.34;20.4;952;47;0
80;57.2;5776.92;3.08;0.37;21.85;621;378;0
80;52.93;5745.59;3.05;0.36;22.45;729;270;0
80;72.41;5441.73;3.3;0.41;18.8;403;596;0
80;53.74;5518.92;3.13;0.36;21.46;711;288;0
79.99;66.86;5009.84;3.43;0.39;17.94;432;567;0
80;73.11;5337.04;3.35;0.41;18.39;390;609;0
80;73.34;5000.01;3.48;0.41;17.31;312;687;0
80;60.98;5450.67;3.22;0.38;20.11;577;422;0
80;56.3;5000;3.36;0.36;19.24;668;331;0
80;86.03;5000;3.6;0.43;16.51;180;819;0
80;105.16;5000;3.96;0.46;16.05;37;962;0
80;52.17;5355.25;3.16;0.35;21.13;753;246;0
80;79.04;5000;3.53;0.42;16.89;238;761;0
80;63.63;5605.65;3.19;0.39;20.31;513;486;0
80;66.44;5014.36;3.43;0.39;18;441;558;0
80;54.35;5587.25;3.11;0.36;21.61;694;305;0
80;92.41;5000;3.69;0.44;16.27;135;864;0
80;54.52;5898.4;3.03;0.36;22.77;679;320;0
80;66.84;5000.08;3.44;0.39;17.91;431;568;0
80;53.08;5125.59;3.27;0.35;20.16;759;240;0
80;68.34;5742.16;3.18;0.4;20.24;417;582;0
79.99;58.1;5255.61;3.26;0.37;19.83;646;353;0
80;50.17;5146.86;3.22;0.34;20.73;921;78;0
80;52.42;5742.37;3.05;0.36;22.53;744;255;0
80;55.78;5163.12;3.28;0.36;19.86;701;298;0
80;97.63;5000;3.78;0.45;16.14;96;903;0
80;62.85;5917.76;3.1;0.39;21.56;484;515;0
80;51.77;5618.69;3.07;0.35;22.17;762;237;0
80;55.59;5000;3.35;0.36;19.34;683;316;0
80;52.45;5119.98;3.26;0.35;20.25;776;223;0
80;87.51;5000;3.62;0.43;16.45;166;833;0
80;87.11;5000;3.61;0.43;16.46;170;829;0
80;60.41;5003.74;3.39;0.37;18.68;564;435;0
80;81.6;5000;3.55;0.42;16.74;217;782;0
79.26;50;5000;3.31;0.34;20.37;921;78;0
80;76.62;5000;3.51;0.41;17.06;266;733;0
80;70.15;5000;3.46;0.4;17.59;365;634;0
80;64.33;5698.9;3.16;0.39;20.56;492;507;0
80;60.91;5160.11;3.33;0.38;19.13;589;410;0
80;50;5192.73;3.2;0.34;20.93;917;82;0
80;94.57;5000;3.72;0.44;16.21;118;881;0
80;60.64;5644.2;3.15;0.38;20.85;551;448;0
80;66.68;5208.77;3.35;0.39;18.6;487;512;0
80;67.71;5721.18;3.18;0.4;20.24;429;570;0
80;50.06;5640.13;3.04;0.35;22.57;909;90;0
80;53.75;5041.27;3.31;0.35;19.77;746;253;0
80;50;6304.58;2.91;0.35;25.29;846;153;0
80;106.79;5000;4.01;0.46;16.04;21;978;0
80;50;5005.14;3.28;0.34;20.27;958;41;0
80;50;5120.35;3.23;0.34;20.67;934;65;0
80;67.78;5081.62;3.41;0.39;18.07;434;565;0
80;57.95;5616.1;3.14;0.37;21.14;607;392;0
80;59.56;5000;3.39;0.37;18.78;588;411;0
80;63.17;5227.07;3.32;0.38;19.06;558;441;0
80;99.11;5000;3.81;0.45;16.11;83;916;0
80;59.67;5505.34;3.19;0.38;20.48;594;405;0
80;55.44;5637.35;3.11;0.36;21.61;666;333;0
80;97.9;5000;3.79;0.45;16.14;94;905;0
80;50;6009.31;2.96;0.35;24.06;882;117;0
80;56.6;5000.01;3.36;0.36;19.19;661;338;0
80;56.29;5027.83;3.34;0.36;19.33;675;324;0
80;69.52;5584.29;3.24;0.4;19.56;420;579;0
80;59.67;5951.24;3.07;0.38;22.14;545;454;0
80;58.29;5926.61;3.06;0.37;22.25;579;420;0
80;56.18;5000.01;3.36;0.36;19.25;670;329;0
80;58.96;5138.05;3.32;0.37;19.31;630;369;0
80;75.29;5000;3.5;0.41;17.15;283;715;1
80;83.55;5000;3.57;0.42;16.63;203;796;0
80;61.34;5403.9;3.23;0.38;19.9;570;429;0
80;53.77;5331.06;3.19;0.36;20.77;718;281;0
80;54.25;5000;3.33;0.36;19.55;728;271;0
80;65.19;5000;3.43;0.39;18.09;466;533;0
80;55.05;5065.08;3.31;0.36;19.64;715;284;0
80;55.48;5002.81;3.35;0.36;19.37;685;314;0
80;61.49;5842.84;3.1;0.38;21.46;516;483;0
80;73.04;5000;3.48;0.4;17.33;316;683;0
80;50;5071.61;3.25;0.34;20.5;951;48;0
80;63.3;5635.58;3.17;0.39;20.46;518;481;0
80;81.52;5000;3.55;0.42;16.74;218;781;0
80;62.53;6012.61;3.08;0.39;21.96;480;519;0
80;70.46;5616.1;3.23;0.4;19.58;403;596;0
80;68.65;5430.74;3.28;0.4;19.13;452;547;0
80;84.04;5000;3.57;0.43;16.61;198;801;0
80;94.57;5000;3.72;0.44;16.21;119;880;0
80;67.16;5645.02;3.2;0.4;20.03;449;550;0
